from,to,Mean (data),Std (data),Mean (ref.),Std (ref.),Error
L1_DAC,L1_DAC,15.0,7.3,,,
L1_DAC,L1_HAC,13.7,7.31,,,
L1_DAC,L1_LAC,14.5,4.94,,,
L1_DAC,L1_NGC-DA,15.6,6.63,,,
L1_DAC,L1_NGC-SA,13.2,4.96,,,
L1_DAC,L1_SAC,12.0,4.91,,,
L1_DAC,L23_BP,1.13,0.365,,,
L1_DAC,L23_BTC,9.47,3.05,,,
L1_DAC,L23_CHC,11.7,4.36,,,
L1_DAC,L23_DBC,1.09,0.319,,,
L1_DAC,L23_LBC,10.6,4.29,,,
L1_DAC,L23_MC,11.5,5.75,,,
L1_DAC,L23_NBC,9.83,5.0,,,
L1_DAC,L23_NGC,6.86,2.62,,,
L1_DAC,L23_SBC,8.03,3.25,,,
L1_DAC,L2_IPC,12.9,7.93,,,
L1_DAC,L2_TPC:A,11.8,5.43,,,
L1_DAC,L2_TPC:B,13.3,5.7,,,
L1_DAC,L3_TPC:A,10.1,5.04,,,
L1_DAC,L3_TPC:C,6.77,2.79,,,
L1_DAC,L4_BTC,2.42,0.872,,,
L1_DAC,L4_CHC,1.06,0.22899999999999998,,,
L1_DAC,L4_DBC,1.05,0.324,,,
L1_DAC,L4_LBC,2.31,0.935,,,
L1_DAC,L4_MC,2.49,0.9109999999999999,,,
L1_DAC,L4_NBC,2.76,1.31,,,
L1_DAC,L4_NGC,1.12,0.331,,,
L1_DAC,L4_SBC,5.62,2.69,,,
L1_DAC,L4_SSC,1.88,0.852,,,
L1_DAC,L4_TPC,6.25,2.23,,,
L1_DAC,L4_UPC,2.52,0.9640000000000001,,,
L1_DAC,L5_BP,1.0,0.0,,,
L1_DAC,L5_BTC,1.1,0.3,,,
L1_DAC,L5_CHC,4.0,0.0,,,
L1_DAC,L5_DBC,1.0,0.0,,,
L1_DAC,L5_LBC,1.03,0.171,,,
L1_DAC,L5_MC,1.03,0.162,,,
L1_DAC,L5_NBC,1.07,0.292,,,
L1_DAC,L5_SBC,1.0,0.0,,,
L1_DAC,L5_TPC:A,12.9,5.08,,,
L1_DAC,L5_TPC:B,12.1,4.1,,,
L1_DAC,L5_TPC:C,8.13,3.47,,,
L1_DAC,L5_UPC,1.11,0.397,,,
L1_DAC,L6_BPC,1.19,0.462,,,
L1_DAC,L6_LBC,1.0,0.0,,,
L1_DAC,L6_MC,1.18,0.575,,,
L1_DAC,L6_NBC,1.0,0.0,,,
L1_DAC,L6_TPC:A,1.11,0.42200000000000004,,,
L1_DAC,L6_TPC:C,1.1,0.3,,,
L1_DAC,L6_UPC,1.06,0.237,,,
L1_HAC,L1_DAC,13.4,4.81,,,
L1_HAC,L1_HAC,14.6,5.0,,,
L1_HAC,L1_LAC,15.6,6.53,,,
L1_HAC,L1_NGC-DA,15.8,7.15,,,
L1_HAC,L1_NGC-SA,14.6,7.29,,,
L1_HAC,L1_SAC,12.8,5.67,,,
L1_HAC,L23_BP,1.1,0.3,,,
L1_HAC,L23_BTC,9.8,4.16,,,
L1_HAC,L23_CHC,12.7,6.23,,,
L1_HAC,L23_DBC,1.37,0.73,,,
L1_HAC,L23_LBC,11.5,5.57,,,
L1_HAC,L23_MC,12.9,5.82,,,
L1_HAC,L23_NBC,11.7,5.89,,,
L1_HAC,L23_NGC,8.8,3.64,,,
L1_HAC,L23_SBC,9.92,6.25,,,
L1_HAC,L2_IPC,13.3,6.95,,,
L1_HAC,L2_TPC:A,11.9,4.18,,,
L1_HAC,L2_TPC:B,15.4,7.66,,,
L1_HAC,L3_TPC:A,8.47,4.18,,,
L1_HAC,L3_TPC:C,5.34,1.75,,,
L1_HAC,L4_BTC,1.0,0.0,,,
L1_HAC,L4_DBC,1.28,0.731,,,
L1_HAC,L4_LBC,1.0,0.0,,,
L1_HAC,L4_MC,1.0,0.0,,,
L1_HAC,L4_SBC,1.0,0.0,,,
L1_HAC,L4_SSC,1.0,0.0,,,
L1_HAC,L4_TPC,5.89,2.77,,,
L1_HAC,L4_UPC,1.14,0.34700000000000003,,,
L1_HAC,L5_BTC,1.12,0.321,,,
L1_HAC,L5_DBC,1.0,0.0,,,
L1_HAC,L5_TPC:A,12.5,5.32,,,
L1_HAC,L5_TPC:B,12.9,4.95,,,
L1_HAC,L5_TPC:C,8.04,2.73,,,
L1_HAC,L5_UPC,1.19,0.523,,,
L1_HAC,L6_BPC,1.0,0.0,,,
L1_HAC,L6_MC,1.0,0.0,,,
L1_HAC,L6_TPC:A,1.14,0.425,,,
L1_HAC,L6_TPC:C,1.12,0.40299999999999997,,,
L1_HAC,L6_UPC,1.16,0.447,,,
L1_LAC,L1_DAC,16.3,6.99,,,
L1_LAC,L1_HAC,15.7,5.6,,,
L1_LAC,L1_LAC,16.6,6.24,,,
L1_LAC,L1_NGC-DA,16.8,6.35,,,
L1_LAC,L1_NGC-SA,15.8,6.24,,,
L1_LAC,L1_SAC,14.6,5.22,,,
L1_LAC,L23_BP,1.08,0.366,,,
L1_LAC,L23_BTC,11.9,4.85,,,
L1_LAC,L23_CHC,14.1,4.71,,,
L1_LAC,L23_DBC,4.45,2.24,,,
L1_LAC,L23_LBC,14.7,7.44,,,
L1_LAC,L23_MC,15.6,6.07,,,
L1_LAC,L23_NBC,13.8,5.94,,,
L1_LAC,L23_NGC,10.5,3.44,,,
L1_LAC,L23_SBC,12.8,7.43,,,
L1_LAC,L2_IPC,18.6,12.4,,,
L1_LAC,L2_TPC:A,16.9,9.0,,,
L1_LAC,L2_TPC:B,20.3,10.4,,,
L1_LAC,L3_TPC:A,11.7,4.25,,,
L1_LAC,L3_TPC:C,7.07,2.52,,,
L1_LAC,L4_BTC,1.0,0.0,,,
L1_LAC,L4_DBC,1.23,0.42100000000000004,,,
L1_LAC,L4_LBC,1.0,0.0,,,
L1_LAC,L4_MC,1.11,0.314,,,
L1_LAC,L4_NBC,1.5,0.5,,,
L1_LAC,L4_SBC,1.0,0.0,,,
L1_LAC,L4_SSC,1.16,0.423,,,
L1_LAC,L4_TPC,7.33,2.35,,,
L1_LAC,L4_UPC,1.4,0.693,,,
L1_LAC,L5_BTC,2.87,1.26,,,
L1_LAC,L5_DBC,1.14,0.35,,,
L1_LAC,L5_LBC,2.0,0.0,,,
L1_LAC,L5_NBC,1.0,0.0,,,
L1_LAC,L5_TPC:A,14.9,5.55,,,
L1_LAC,L5_TPC:B,14.6,5.87,,,
L1_LAC,L5_TPC:C,8.59,2.58,,,
L1_LAC,L5_UPC,1.05,0.218,,,
L1_LAC,L6_BPC,1.0,0.0,,,
L1_LAC,L6_TPC:A,1.13,0.365,,,
L1_LAC,L6_TPC:C,1.12,0.326,,,
L1_LAC,L6_UPC,1.09,0.287,,,
L1_NGC-DA,L1_DAC,17.8,7.27,,,
L1_NGC-DA,L1_HAC,18.6,8.73,,,
L1_NGC-DA,L1_LAC,20.5,9.91,,,
L1_NGC-DA,L1_NGC-DA,21.5,11.9,,,
L1_NGC-DA,L1_NGC-SA,19.8,9.86,,,
L1_NGC-DA,L1_SAC,16.6,8.14,,,
L1_NGC-DA,L23_BP,2.65,1.09,,,
L1_NGC-DA,L23_BTC,13.1,5.39,,,
L1_NGC-DA,L23_CHC,17.5,9.29,,,
L1_NGC-DA,L23_DBC,5.63,2.99,,,
L1_NGC-DA,L23_LBC,16.8,11.6,,,
L1_NGC-DA,L23_MC,17.9,8.42,,,
L1_NGC-DA,L23_NBC,15.2,8.94,,,
L1_NGC-DA,L23_NGC,10.9,4.48,,,
L1_NGC-DA,L23_SBC,11.9,6.99,,,
L1_NGC-DA,L2_IPC,17.2,11.4,,,
L1_NGC-DA,L2_TPC:A,17.1,8.5,,,
L1_NGC-DA,L2_TPC:B,18.4,8.64,,,
L1_NGC-DA,L3_TPC:A,12.7,4.97,,,
L1_NGC-DA,L3_TPC:C,7.94,2.94,,,
L1_NGC-DA,L4_BTC,1.14,0.35,,,
L1_NGC-DA,L4_DBC,1.18,0.386,,,
L1_NGC-DA,L4_LBC,1.0,0.0,,,
L1_NGC-DA,L4_MC,1.0,0.0,,,
L1_NGC-DA,L4_NBC,1.0,0.0,,,
L1_NGC-DA,L4_SBC,1.5,0.5,,,
L1_NGC-DA,L4_SSC,1.18,0.452,,,
L1_NGC-DA,L4_TPC,9.04,3.46,,,
L1_NGC-DA,L4_UPC,3.09,1.49,,,
L1_NGC-DA,L5_BTC,4.0,1.26,,,
L1_NGC-DA,L5_DBC,3.0,1.0,,,
L1_NGC-DA,L5_LBC,1.0,0.0,,,
L1_NGC-DA,L5_NBC,1.0,0.0,,,
L1_NGC-DA,L5_TPC:A,18.7,11.7,,,
L1_NGC-DA,L5_TPC:B,14.4,5.26,,,
L1_NGC-DA,L5_TPC:C,10.9,3.7,,,
L1_NGC-DA,L5_UPC,2.48,0.922,,,
L1_NGC-DA,L6_BPC,1.0,0.0,,,
L1_NGC-DA,L6_MC,1.33,0.47100000000000003,,,
L1_NGC-DA,L6_TPC:A,1.09,0.377,,,
L1_NGC-DA,L6_TPC:C,1.08,0.33399999999999996,,,
L1_NGC-DA,L6_UPC,1.15,0.493,,,
L1_NGC-SA,L1_DAC,13.2,5.16,,,
L1_NGC-SA,L1_HAC,14.6,5.55,,,
L1_NGC-SA,L1_LAC,14.6,4.83,,,
L1_NGC-SA,L1_NGC-DA,15.8,6.88,,,
L1_NGC-SA,L1_NGC-SA,14.7,5.85,,,
L1_NGC-SA,L1_SAC,12.2,4.96,,,
L1_NGC-SA,L23_BP,1.15,0.385,,,
L1_NGC-SA,L23_BTC,9.26,4.03,,,
L1_NGC-SA,L23_CHC,11.6,4.55,,,
L1_NGC-SA,L23_DBC,1.27,0.6609999999999999,,,
L1_NGC-SA,L23_LBC,12.3,6.27,,,
L1_NGC-SA,L23_MC,11.3,4.18,,,
L1_NGC-SA,L23_NBC,11.7,5.41,,,
L1_NGC-SA,L23_NGC,8.44,3.48,,,
L1_NGC-SA,L23_SBC,9.0,4.61,,,
L1_NGC-SA,L2_IPC,13.6,6.28,,,
L1_NGC-SA,L2_TPC:A,11.6,5.25,,,
L1_NGC-SA,L2_TPC:B,14.1,6.03,,,
L1_NGC-SA,L3_TPC:A,9.21,3.08,,,
L1_NGC-SA,L3_TPC:C,5.14,1.78,,,
L1_NGC-SA,L4_DBC,1.5,1.0,,,
L1_NGC-SA,L4_MC,1.0,0.0,,,
L1_NGC-SA,L4_SSC,1.0,0.0,,,
L1_NGC-SA,L4_TPC,6.06,2.58,,,
L1_NGC-SA,L4_UPC,1.11,0.34299999999999997,,,
L1_NGC-SA,L5_BTC,1.0,0.0,,,
L1_NGC-SA,L5_DBC,1.0,0.0,,,
L1_NGC-SA,L5_TPC:A,11.7,4.86,,,
L1_NGC-SA,L5_TPC:B,11.2,3.63,,,
L1_NGC-SA,L5_TPC:C,7.89,3.02,,,
L1_NGC-SA,L5_UPC,1.1,0.332,,,
L1_NGC-SA,L6_MC,1.0,0.0,,,
L1_NGC-SA,L6_TPC:A,1.11,0.371,,,
L1_NGC-SA,L6_TPC:C,1.0,0.0,,,
L1_NGC-SA,L6_UPC,1.0,0.0,,,
L1_SAC,L1_DAC,11.7,4.47,,,
L1_SAC,L1_HAC,12.3,4.39,,,
L1_SAC,L1_LAC,12.3,4.41,,,
L1_SAC,L1_NGC-DA,13.9,5.95,,,
L1_SAC,L1_NGC-SA,13.1,5.15,,,
L1_SAC,L1_SAC,11.1,4.56,,,
L1_SAC,L23_BP,1.03,0.18100000000000002,,,
L1_SAC,L23_BTC,9.88,5.37,,,
L1_SAC,L23_CHC,10.7,4.63,,,
L1_SAC,L23_DBC,2.79,1.34,,,
L1_SAC,L23_LBC,10.2,4.64,,,
L1_SAC,L23_MC,10.9,4.42,,,
L1_SAC,L23_NBC,11.2,5.52,,,
L1_SAC,L23_NGC,6.96,3.08,,,
L1_SAC,L23_SBC,8.56,4.01,,,
L1_SAC,L2_IPC,14.1,7.84,,,
L1_SAC,L2_TPC:A,12.3,6.66,,,
L1_SAC,L2_TPC:B,13.2,5.94,,,
L1_SAC,L3_TPC:A,7.82,2.73,,,
L1_SAC,L3_TPC:C,5.44,2.01,,,
L1_SAC,L4_BTC,1.0,0.0,,,
L1_SAC,L4_DBC,1.17,0.373,,,
L1_SAC,L4_LBC,1.0,0.0,,,
L1_SAC,L4_NBC,1.0,0.0,,,
L1_SAC,L4_SBC,1.0,0.0,,,
L1_SAC,L4_SSC,1.17,0.5,,,
L1_SAC,L4_TPC,5.3,1.81,,,
L1_SAC,L4_UPC,1.1,0.332,,,
L1_SAC,L5_BTC,1.1,0.3,,,
L1_SAC,L5_NBC,1.0,0.0,,,
L1_SAC,L5_TPC:A,12.0,6.27,,,
L1_SAC,L5_TPC:B,10.2,3.61,,,
L1_SAC,L5_TPC:C,6.48,2.63,,,
L1_SAC,L5_UPC,1.06,0.237,,,
L1_SAC,L6_BPC,1.0,0.0,,,
L1_SAC,L6_MC,1.0,0.0,,,
L1_SAC,L6_TPC:A,1.03,0.171,,,
L1_SAC,L6_TPC:C,1.16,0.36700000000000005,,,
L1_SAC,L6_UPC,1.5,0.764,,,
L23_BP,L1_SAC,4.0,0.0,,,
L23_BP,L23_BP,3.0,0.0,,,
L23_BP,L23_BTC,10.2,8.58,,,
L23_BP,L23_CHC,6.0,0.0,,,
L23_BP,L23_DBC,1.19,0.611,,,
L23_BP,L23_LBC,10.0,6.25,,,
L23_BP,L23_MC,12.9,6.65,,,
L23_BP,L23_NBC,7.51,3.53,,,
L23_BP,L23_NGC,5.33,1.25,,,
L23_BP,L23_SBC,11.9,6.53,,,
L23_BP,L2_IPC,5.51,2.04,,,
L23_BP,L2_TPC:A,1.14,0.395,,,
L23_BP,L2_TPC:B,1.12,0.431,,,
L23_BP,L3_TPC:A,8.95,3.53,,,
L23_BP,L3_TPC:C,8.82,3.43,,,
L23_BP,L4_BTC,8.85,5.91,,,
L23_BP,L4_CHC,6.5,0.5,,,
L23_BP,L4_DBC,6.5,0.5,,,
L23_BP,L4_LBC,7.93,4.56,,,
L23_BP,L4_MC,8.53,4.08,,,
L23_BP,L4_NBC,8.39,3.96,,,
L23_BP,L4_NGC,2.88,0.7809999999999999,,,
L23_BP,L4_SBC,11.4,3.95,,,
L23_BP,L4_SSC,7.27,4.51,,,
L23_BP,L4_TPC,8.7,3.61,,,
L23_BP,L4_UPC,9.19,4.06,,,
L23_BP,L5_BP,1.08,0.266,,,
L23_BP,L5_BTC,5.37,2.93,,,
L23_BP,L5_CHC,4.0,0.0,,,
L23_BP,L5_DBC,1.13,0.44799999999999995,,,
L23_BP,L5_LBC,4.47,1.88,,,
L23_BP,L5_MC,5.15,2.9,,,
L23_BP,L5_NBC,5.38,2.52,,,
L23_BP,L5_NGC,2.67,0.943,,,
L23_BP,L5_SBC,5.9,2.31,,,
L23_BP,L5_TPC:A,9.22,5.49,,,
L23_BP,L5_TPC:B,10.7,6.29,,,
L23_BP,L5_TPC:C,8.26,4.72,,,
L23_BP,L5_UPC,8.44,4.34,,,
L23_BP,L6_BPC,4.71,2.42,,,
L23_BP,L6_BTC,1.06,0.235,,,
L23_BP,L6_DBC,1.0,0.0,,,
L23_BP,L6_HPC,1.13,0.462,,,
L23_BP,L6_IPC,1.11,0.371,,,
L23_BP,L6_LBC,2.82,1.62,,,
L23_BP,L6_MC,5.44,2.22,,,
L23_BP,L6_NBC,1.42,1.25,,,
L23_BP,L6_SBC,3.0,0.0,,,
L23_BP,L6_TPC:A,5.92,3.1,,,
L23_BP,L6_TPC:C,7.78,4.16,,,
L23_BP,L6_UPC,5.72,3.12,,,
L23_BTC,L1_DAC,9.94,4.61,,,
L23_BTC,L1_HAC,9.41,3.96,,,
L23_BTC,L1_LAC,9.36,2.95,,,
L23_BTC,L1_NGC-DA,10.9,5.07,,,
L23_BTC,L1_NGC-SA,9.49,4.01,,,
L23_BTC,L1_SAC,12.1,6.68,,,
L23_BTC,L23_BP,2.55,0.887,,,
L23_BTC,L23_BTC,14.0,7.47,,,
L23_BTC,L23_CHC,13.9,6.14,,,
L23_BTC,L23_DBC,5.49,2.48,,,
L23_BTC,L23_LBC,14.4,6.94,,,
L23_BTC,L23_MC,14.7,7.08,,,
L23_BTC,L23_NBC,14.6,5.5,,,
L23_BTC,L23_NGC,9.34,4.58,,,
L23_BTC,L23_SBC,13.3,4.78,,,
L23_BTC,L2_IPC,19.5,8.15,,,
L23_BTC,L2_TPC:A,17.6,7.14,15.0,7.1,36.51685393258429
L23_BTC,L2_TPC:B,16.4,6.04,15.0,7.1,21.30898021308978
L23_BTC,L3_TPC:A,17.2,6.83,15.0,7.1,31.586503948312988
L23_BTC,L3_TPC:C,18.4,8.62,15.0,7.1,43.256997455470724
L23_BTC,L4_BP,9.15,3.16,,,
L23_BTC,L4_BTC,10.1,6.09,,,
L23_BTC,L4_CHC,9.59,4.92,,,
L23_BTC,L4_DBC,4.96,2.38,,,
L23_BTC,L4_LBC,9.63,3.86,,,
L23_BTC,L4_MC,11.0,7.63,,,
L23_BTC,L4_NBC,10.9,5.32,,,
L23_BTC,L4_NGC,4.26,2.61,,,
L23_BTC,L4_SBC,10.1,4.68,,,
L23_BTC,L4_SSC,9.65,4.33,,,
L23_BTC,L4_TPC,14.9,10.5,,,
L23_BTC,L4_UPC,11.2,5.61,,,
L23_BTC,L5_BP,1.12,0.40700000000000003,,,
L23_BTC,L5_BTC,6.11,2.52,,,
L23_BTC,L5_CHC,4.15,1.39,,,
L23_BTC,L5_DBC,1.1,0.332,,,
L23_BTC,L5_LBC,6.32,3.6,,,
L23_BTC,L5_MC,4.91,1.72,,,
L23_BTC,L5_NBC,6.19,3.22,,,
L23_BTC,L5_NGC,1.05,0.218,,,
L23_BTC,L5_SBC,4.81,1.86,,,
L23_BTC,L5_TPC:A,16.1,9.11,,,
L23_BTC,L5_TPC:B,15.0,8.25,,,
L23_BTC,L5_TPC:C,12.1,8.88,,,
L23_BTC,L5_UPC,8.5,3.8,,,
L23_BTC,L6_BP,1.09,0.287,,,
L23_BTC,L6_BPC,2.46,1.25,,,
L23_BTC,L6_BTC,2.04,1.02,,,
L23_BTC,L6_CHC,1.15,0.46,,,
L23_BTC,L6_DBC,1.08,0.32799999999999996,,,
L23_BTC,L6_HPC,1.09,0.319,,,
L23_BTC,L6_IPC,1.18,0.536,,,
L23_BTC,L6_LBC,1.14,0.5660000000000001,,,
L23_BTC,L6_MC,2.44,0.9620000000000001,,,
L23_BTC,L6_NBC,1.15,0.409,,,
L23_BTC,L6_NGC,1.0,0.0,,,
L23_BTC,L6_SBC,1.08,0.366,,,
L23_BTC,L6_TPC:A,4.74,2.81,,,
L23_BTC,L6_TPC:C,4.63,2.1,,,
L23_BTC,L6_UPC,1.11,0.34299999999999997,,,
L23_CHC,L2_IPC,4.18,4.36,,,
L23_CHC,L2_TPC:A,4.5,3.79,,,
L23_CHC,L2_TPC:B,5.48,5.8,,,
L23_CHC,L3_TPC:A,5.28,4.6,,,
L23_CHC,L3_TPC:C,4.88,4.3,,,
L23_CHC,L4_SSC,3.94,3.4,,,
L23_CHC,L4_TPC,4.24,4.9,,,
L23_CHC,L4_UPC,4.8,5.39,,,
L23_CHC,L5_TPC:A,7.55,9.2,,,
L23_CHC,L5_TPC:B,7.2,7.34,,,
L23_CHC,L5_TPC:C,6.57,7.53,,,
L23_CHC,L5_UPC,6.0,7.42,,,
L23_DBC,L1_DAC,8.29,4.03,,,
L23_DBC,L1_HAC,8.77,3.61,,,
L23_DBC,L1_LAC,9.27,3.25,,,
L23_DBC,L1_NGC-DA,9.46,4.44,,,
L23_DBC,L1_NGC-SA,10.5,5.81,,,
L23_DBC,L1_SAC,8.33,4.17,,,
L23_DBC,L23_BP,4.29,1.63,,,
L23_DBC,L23_BTC,13.8,6.64,,,
L23_DBC,L23_CHC,17.3,7.63,,,
L23_DBC,L23_DBC,5.68,2.67,,,
L23_DBC,L23_LBC,14.9,9.35,,,
L23_DBC,L23_MC,15.3,7.16,,,
L23_DBC,L23_NBC,13.4,7.08,,,
L23_DBC,L23_NGC,10.3,4.39,,,
L23_DBC,L23_SBC,14.0,7.96,,,
L23_DBC,L2_IPC,15.6,6.94,,,
L23_DBC,L2_TPC:A,12.8,5.7,,,
L23_DBC,L2_TPC:B,14.7,7.22,,,
L23_DBC,L3_TPC:A,14.4,6.7,,,
L23_DBC,L3_TPC:C,13.2,5.11,,,
L23_DBC,L4_BP,16.1,8.24,,,
L23_DBC,L4_BTC,12.7,7.49,,,
L23_DBC,L4_CHC,11.1,3.27,,,
L23_DBC,L4_DBC,6.64,1.17,,,
L23_DBC,L4_LBC,12.5,4.83,,,
L23_DBC,L4_MC,13.2,5.56,,,
L23_DBC,L4_NBC,12.9,5.78,,,
L23_DBC,L4_NGC,6.17,1.46,,,
L23_DBC,L4_SBC,12.9,5.37,,,
L23_DBC,L4_SSC,11.9,5.17,,,
L23_DBC,L4_TPC,14.1,5.52,,,
L23_DBC,L4_UPC,13.7,5.68,,,
L23_DBC,L5_BP,1.13,0.42700000000000005,,,
L23_DBC,L5_BTC,10.1,4.25,,,
L23_DBC,L5_CHC,9.0,6.89,,,
L23_DBC,L5_DBC,3.26,2.09,,,
L23_DBC,L5_LBC,9.87,5.6,,,
L23_DBC,L5_MC,10.1,5.68,,,
L23_DBC,L5_NBC,10.1,4.18,,,
L23_DBC,L5_NGC,4.72,1.28,,,
L23_DBC,L5_SBC,10.8,5.48,,,
L23_DBC,L5_TPC:A,18.5,9.32,,,
L23_DBC,L5_TPC:B,18.5,9.16,,,
L23_DBC,L5_TPC:C,14.6,6.08,,,
L23_DBC,L5_UPC,13.6,6.92,,,
L23_DBC,L6_BP,1.0,0.0,,,
L23_DBC,L6_BPC,7.43,4.16,,,
L23_DBC,L6_BTC,4.78,2.81,,,
L23_DBC,L6_CHC,3.1,0.943,,,
L23_DBC,L6_DBC,1.09,0.41700000000000004,,,
L23_DBC,L6_HPC,3.16,1.32,,,
L23_DBC,L6_IPC,3.92,2.05,,,
L23_DBC,L6_LBC,4.87,2.61,,,
L23_DBC,L6_MC,5.12,4.09,,,
L23_DBC,L6_NBC,4.54,2.17,,,
L23_DBC,L6_NGC,3.25,1.3,,,
L23_DBC,L6_SBC,4.29,1.91,,,
L23_DBC,L6_TPC:A,7.84,3.54,,,
L23_DBC,L6_TPC:C,8.23,3.38,,,
L23_DBC,L6_UPC,7.37,4.46,,,
L23_LBC,L1_DAC,13.8,6.99,,,
L23_LBC,L1_HAC,15.0,8.47,,,
L23_LBC,L1_LAC,16.5,8.37,,,
L23_LBC,L1_NGC-DA,17.2,8.06,,,
L23_LBC,L1_NGC-SA,15.6,7.14,,,
L23_LBC,L1_SAC,15.3,7.48,,,
L23_LBC,L23_BP,5.56,2.21,,,
L23_LBC,L23_BTC,19.3,13.7,,,
L23_LBC,L23_CHC,21.8,11.5,,,
L23_LBC,L23_DBC,8.79,3.64,,,
L23_LBC,L23_LBC,14.5,7.28,12.33,5.558,33.80588876772082
L23_LBC,L23_MC,18.1,7.74,,,
L23_LBC,L23_NBC,19.1,8.99,,,
L23_LBC,L23_NGC,13.6,5.27,,,
L23_LBC,L23_SBC,15.9,9.16,12.33,5.558,48.51202609050143
L23_LBC,L2_IPC,24.4,11.7,,,
L23_LBC,L2_TPC:A,19.5,10.5,14.5,2.0,80.0
