from,to,Mean (data),Std (data),Mean (ref.),Std (ref.),Error
L6_IPC,L4_LBC,1.19,0.523,,,
L6_IPC,L4_MC,1.1,0.3,,,
L6_IPC,L4_NBC,1.16,0.39299999999999996,,,
L6_IPC,L4_NGC,1.18,0.517,,,
L6_IPC,L4_SBC,1.14,0.4,,,
L6_IPC,L4_SSC,2.93,1.84,,,
L6_IPC,L4_TPC,2.85,1.53,,,
L6_IPC,L4_UPC,2.6,0.97,,,
L6_IPC,L5_BP,1.14,0.44799999999999995,,,
L6_IPC,L5_BTC,2.76,1.18,,,
L6_IPC,L5_CHC,1.2,0.6779999999999999,,,
L6_IPC,L5_DBC,1.09,0.319,,,
L6_IPC,L5_LBC,1.27,0.733,,,
L6_IPC,L5_MC,3.02,1.9,,,
L6_IPC,L5_NBC,1.17,0.401,,,
L6_IPC,L5_NGC,1.07,0.292,,,
L6_IPC,L5_SBC,4.17,2.11,,,
L6_IPC,L5_TPC:A,3.99,1.67,,,
L6_IPC,L5_TPC:B,4.4,1.86,,,
L6_IPC,L5_TPC:C,3.56,1.9,,,
L6_IPC,L5_UPC,3.43,1.73,,,
L6_IPC,L6_BP,1.06,0.276,,,
L6_IPC,L6_BPC,3.87,1.84,,,
L6_IPC,L6_BTC,6.1,5.68,,,
L6_IPC,L6_CHC,5.46,2.77,,,
L6_IPC,L6_DBC,1.12,0.40700000000000003,,,
L6_IPC,L6_HPC,3.74,1.43,,,
L6_IPC,L6_IPC,3.4,1.46,,,
L6_IPC,L6_LBC,4.69,2.11,,,
L6_IPC,L6_MC,5.29,2.71,,,
L6_IPC,L6_NBC,3.0,1.41,,,
L6_IPC,L6_NGC,1.23,0.598,,,
L6_IPC,L6_SBC,3.98,1.99,,,
L6_IPC,L6_TPC:A,4.54,2.21,,,
L6_IPC,L6_TPC:C,4.21,1.99,,,
L6_IPC,L6_UPC,3.58,1.46,,,
L6_LBC,L1_DAC,1.33,0.5770000000000001,,,
L6_LBC,L1_HAC,1.0,0.0,,,
L6_LBC,L1_LAC,1.0,0.0,,,
L6_LBC,L1_NGC-DA,1.41,0.691,,,
L6_LBC,L1_NGC-SA,1.0,0.0,,,
L6_LBC,L1_SAC,1.18,0.513,,,
L6_LBC,L23_BP,1.0,0.0,,,
L6_LBC,L23_BTC,6.92,3.86,,,
L6_LBC,L23_CHC,6.6,1.85,,,
L6_LBC,L23_DBC,1.09,0.32,,,
L6_LBC,L23_LBC,7.46,3.99,,,
L6_LBC,L23_MC,7.19,3.06,,,
L6_LBC,L23_NBC,7.83,4.83,,,
L6_LBC,L23_NGC,4.44,1.74,,,
L6_LBC,L23_SBC,6.11,2.22,,,
L6_LBC,L2_IPC,4.64,2.38,,,
L6_LBC,L2_TPC:A,1.16,0.441,,,
L6_LBC,L2_TPC:B,2.61,0.948,,,
L6_LBC,L3_TPC:A,8.1,3.16,,,
L6_LBC,L3_TPC:C,8.32,4.34,,,
L6_LBC,L4_BP,1.11,0.467,,,
L6_LBC,L4_BTC,6.88,3.7,,,
L6_LBC,L4_CHC,6.71,3.19,,,
L6_LBC,L4_DBC,2.59,1.05,,,
L6_LBC,L4_LBC,7.15,3.56,,,
L6_LBC,L4_MC,7.78,5.1,,,
L6_LBC,L4_NBC,7.38,3.15,,,
L6_LBC,L4_NGC,5.21,2.35,,,
L6_LBC,L4_SBC,7.94,4.14,,,
L6_LBC,L4_SSC,7.34,3.84,,,
L6_LBC,L4_TPC,8.84,4.1,,,
L6_LBC,L4_UPC,8.25,5.07,,,
L6_LBC,L5_BP,1.09,0.28600000000000003,,,
L6_LBC,L5_BTC,9.51,3.57,,,
L6_LBC,L5_CHC,10.2,4.16,,,
L6_LBC,L5_DBC,4.01,1.79,,,
L6_LBC,L5_LBC,10.6,4.68,,,
L6_LBC,L5_MC,9.44,4.04,,,
L6_LBC,L5_NBC,11.0,6.5,,,
L6_LBC,L5_NGC,4.32,1.61,,,
L6_LBC,L5_SBC,10.4,3.51,,,
L6_LBC,L5_TPC:A,16.3,9.43,,,
L6_LBC,L5_TPC:B,17.4,10.0,,,
L6_LBC,L5_TPC:C,13.2,6.65,,,
L6_LBC,L5_UPC,15.3,8.24,,,
L6_LBC,L6_BP,1.1,0.332,,,
L6_LBC,L6_BPC,14.3,6.65,,,
L6_LBC,L6_BTC,14.2,5.51,,,
L6_LBC,L6_CHC,11.6,4.35,,,
L6_LBC,L6_DBC,5.65,2.08,,,
L6_LBC,L6_HPC,13.2,4.21,,,
L6_LBC,L6_IPC,14.0,7.04,,,
L6_LBC,L6_LBC,12.1,4.44,,,
L6_LBC,L6_MC,14.0,6.77,,,
L6_LBC,L6_NBC,12.1,4.8,,,
L6_LBC,L6_NGC,6.69,2.27,,,
L6_LBC,L6_SBC,11.1,4.87,,,
L6_LBC,L6_TPC:A,14.7,6.46,,,
L6_LBC,L6_TPC:C,15.0,7.38,,,
L6_LBC,L6_UPC,13.3,4.83,,,
L6_MC,L1_DAC,2.97,1.32,,,
L6_MC,L1_HAC,4.33,1.7,,,
L6_MC,L1_LAC,4.29,2.25,,,
L6_MC,L1_NGC-DA,4.71,1.91,,,
L6_MC,L1_NGC-SA,4.4,2.33,,,
L6_MC,L1_SAC,3.16,1.7,,,
L6_MC,L23_BP,1.09,0.284,,,
L6_MC,L23_BTC,5.4,2.03,,,
L6_MC,L23_CHC,6.64,3.37,,,
L6_MC,L23_DBC,1.12,0.475,,,
L6_MC,L23_LBC,5.55,2.41,,,
L6_MC,L23_MC,6.27,2.57,,,
L6_MC,L23_NBC,4.93,2.46,,,
L6_MC,L23_NGC,1.16,0.441,,,
L6_MC,L23_SBC,4.78,2.26,,,
L6_MC,L2_IPC,5.94,1.86,,,
L6_MC,L2_TPC:A,4.48,1.93,,,
L6_MC,L2_TPC:B,5.98,2.0,,,
L6_MC,L3_TPC:A,6.4,3.56,,,
L6_MC,L3_TPC:C,5.73,3.1,,,
L6_MC,L4_BP,1.18,0.517,,,
L6_MC,L4_BTC,6.81,3.03,,,
L6_MC,L4_CHC,8.73,2.68,,,
L6_MC,L4_DBC,2.55,0.993,,,
L6_MC,L4_LBC,8.12,2.94,,,
L6_MC,L4_MC,8.58,3.11,,,
L6_MC,L4_NBC,8.13,3.17,,,
L6_MC,L4_NGC,4.33,2.58,,,
L6_MC,L4_SBC,8.24,3.09,,,
L6_MC,L4_SSC,7.24,3.28,,,
L6_MC,L4_TPC,8.82,3.66,,,
L6_MC,L4_UPC,7.46,3.01,,,
L6_MC,L5_BP,1.07,0.255,,,
L6_MC,L5_BTC,9.66,5.31,,,
L6_MC,L5_CHC,7.73,2.72,,,
L6_MC,L5_DBC,1.47,0.7929999999999999,,,
L6_MC,L5_LBC,8.19,3.04,,,
L6_MC,L5_MC,8.44,3.78,,,
L6_MC,L5_NBC,8.9,3.93,,,
L6_MC,L5_NGC,3.58,1.44,,,
L6_MC,L5_SBC,9.58,4.0,,,
L6_MC,L5_TPC:A,14.6,6.74,,,
L6_MC,L5_TPC:B,14.2,5.5,,,
L6_MC,L5_TPC:C,11.6,6.15,,,
L6_MC,L5_UPC,10.9,4.71,,,
L6_MC,L6_BP,1.2,0.447,,,
L6_MC,L6_BPC,10.4,4.31,,,
L6_MC,L6_BTC,10.1,4.04,,,
L6_MC,L6_CHC,7.96,2.56,,,
L6_MC,L6_DBC,3.13,1.47,,,
L6_MC,L6_HPC,10.3,4.86,,,
L6_MC,L6_IPC,9.65,4.35,,,
L6_MC,L6_LBC,9.81,3.95,,,
L6_MC,L6_MC,8.91,3.85,,,
L6_MC,L6_NBC,9.08,3.0,,,
L6_MC,L6_NGC,4.32,1.93,,,
L6_MC,L6_SBC,8.33,3.44,,,
L6_MC,L6_TPC:A,10.3,4.0,,,
L6_MC,L6_TPC:C,10.7,4.43,,,
L6_MC,L6_UPC,11.5,4.81,,,
L6_NBC,L23_BTC,1.11,0.314,,,
L6_NBC,L23_LBC,2.6,0.7120000000000001,,,
L6_NBC,L23_MC,1.05,0.213,,,
L6_NBC,L23_NBC,1.0,0.0,,,
L6_NBC,L3_TPC:A,1.02,0.149,,,
L6_NBC,L3_TPC:C,1.14,0.35,,,
L6_NBC,L4_BP,1.06,0.276,,,
L6_NBC,L4_BTC,3.06,1.48,,,
L6_NBC,L4_CHC,2.6,0.49,,,
L6_NBC,L4_DBC,1.0,0.0,,,
L6_NBC,L4_LBC,1.16,0.441,,,
L6_NBC,L4_MC,1.06,0.276,,,
L6_NBC,L4_NBC,1.05,0.281,,,
L6_NBC,L4_NGC,1.0,0.0,,,
L6_NBC,L4_SBC,1.0,0.0,,,
L6_NBC,L4_SSC,1.06,0.237,,,
L6_NBC,L4_TPC,1.15,0.409,,,
L6_NBC,L4_UPC,1.08,0.271,,,
L6_NBC,L5_BP,1.11,0.42200000000000004,,,
L6_NBC,L5_BTC,14.5,8.54,,,
L6_NBC,L5_CHC,10.2,4.8,,,
L6_NBC,L5_DBC,5.66,2.38,,,
L6_NBC,L5_LBC,11.3,5.07,,,
L6_NBC,L5_MC,12.9,6.46,,,
L6_NBC,L5_NBC,11.2,5.73,,,
L6_NBC,L5_NGC,6.52,3.0,,,
L6_NBC,L5_SBC,12.8,5.77,,,
L6_NBC,L5_TPC:A,22.4,12.6,,,
L6_NBC,L5_TPC:B,19.4,11.3,,,
L6_NBC,L5_TPC:C,16.7,10.2,,,
L6_NBC,L5_UPC,15.8,8.54,,,
L6_NBC,L6_BP,2.66,0.951,,,
L6_NBC,L6_BPC,18.1,11.5,,,
L6_NBC,L6_BTC,13.8,5.09,,,
L6_NBC,L6_CHC,12.4,5.33,,,
L6_NBC,L6_DBC,7.12,2.98,,,
L6_NBC,L6_HPC,15.9,8.19,,,
L6_NBC,L6_IPC,16.1,7.96,,,
L6_NBC,L6_LBC,16.2,9.1,,,
L6_NBC,L6_MC,14.2,5.58,,,
L6_NBC,L6_NBC,14.2,6.97,,,
L6_NBC,L6_NGC,8.19,2.64,,,
L6_NBC,L6_SBC,12.1,5.1,,,
L6_NBC,L6_TPC:A,17.1,8.39,,,
L6_NBC,L6_TPC:C,16.7,7.12,,,
L6_NBC,L6_UPC,15.9,7.97,,,
L6_NGC,L4_BP,1.09,0.287,,,
L6_NGC,L4_BTC,1.0,0.0,,,
L6_NGC,L4_LBC,3.5,0.5,,,
L6_NGC,L5_BP,1.11,0.45799999999999996,,,
L6_NGC,L5_BTC,9.82,4.61,,,
L6_NGC,L5_CHC,5.67,0.745,,,
L6_NGC,L5_DBC,1.12,0.321,,,
L6_NGC,L5_LBC,8.7,3.7,,,
L6_NGC,L5_MC,8.47,3.4,,,
L6_NGC,L5_NBC,7.98,3.06,,,
L6_NGC,L5_NGC,1.0,0.0,,,
L6_NGC,L5_SBC,10.3,4.58,,,
L6_NGC,L5_TPC:A,11.8,5.9,,,
L6_NGC,L5_TPC:B,12.4,6.61,,,
L6_NGC,L5_TPC:C,8.56,3.08,,,
L6_NGC,L5_UPC,8.82,2.92,,,
L6_NGC,L6_BP,2.92,1.52,,,
L6_NGC,L6_BPC,12.3,4.43,,,
L6_NGC,L6_BTC,11.8,5.26,,,
L6_NGC,L6_CHC,11.3,4.27,,,
L6_NGC,L6_DBC,6.66,4.31,,,
L6_NGC,L6_HPC,10.7,3.44,,,
L6_NGC,L6_IPC,11.9,5.13,,,
L6_NGC,L6_LBC,11.9,4.74,,,
L6_NGC,L6_MC,10.9,3.89,,,
L6_NGC,L6_NBC,11.4,4.88,,,
L6_NGC,L6_NGC,7.12,2.41,,,
L6_NGC,L6_SBC,11.0,5.21,,,
L6_NGC,L6_TPC:A,12.9,5.33,,,
L6_NGC,L6_TPC:C,13.7,5.22,,,
L6_NGC,L6_UPC,12.7,5.35,,,
L6_SBC,L23_LBC,1.67,0.943,,,
L6_SBC,L23_MC,1.0,0.0,,,
L6_SBC,L4_BP,1.05,0.213,,,
L6_SBC,L4_BTC,1.0,0.0,,,
L6_SBC,L4_CHC,1.0,0.0,,,
L6_SBC,L4_LBC,1.18,0.386,,,
L6_SBC,L4_MC,1.0,0.0,,,
L6_SBC,L4_NBC,1.0,0.0,,,
L6_SBC,L4_SSC,1.12,0.331,,,
L6_SBC,L4_TPC,1.12,0.37799999999999995,,,
L6_SBC,L4_UPC,1.11,0.314,,,
L6_SBC,L5_BP,1.13,0.384,,,
L6_SBC,L5_BTC,9.56,3.71,,,
L6_SBC,L5_CHC,9.64,3.26,,,
L6_SBC,L5_DBC,2.62,1.1,,,
L6_SBC,L5_LBC,9.5,3.47,,,
L6_SBC,L5_MC,8.31,2.52,,,
L6_SBC,L5_NBC,9.32,3.63,,,
L6_SBC,L5_NGC,4.62,1.8,,,
L6_SBC,L5_SBC,9.31,3.15,,,
L6_SBC,L5_TPC:A,16.4,8.4,,,
L6_SBC,L5_TPC:B,17.0,8.19,,,
L6_SBC,L5_TPC:C,13.9,8.01,,,
L6_SBC,L5_UPC,11.8,3.88,,,
L6_SBC,L6_BP,1.1,0.361,,,
L6_SBC,L6_BPC,12.6,5.43,,,
L6_SBC,L6_BTC,11.2,3.91,,,
L6_SBC,L6_CHC,11.6,4.58,,,
L6_SBC,L6_DBC,5.64,2.67,,,
L6_SBC,L6_HPC,12.2,5.06,,,
L6_SBC,L6_IPC,13.4,6.27,,,
L6_SBC,L6_LBC,12.3,4.65,,,
L6_SBC,L6_MC,11.1,3.84,,,
L6_SBC,L6_NBC,10.9,4.94,,,
L6_SBC,L6_NGC,6.48,2.52,,,
L6_SBC,L6_SBC,10.4,3.97,,,
L6_SBC,L6_TPC:A,12.7,4.86,,,
L6_SBC,L6_TPC:C,13.3,5.27,,,
L6_SBC,L6_UPC,12.9,5.14,,,
L6_TPC:A,L1_DAC,1.05,0.26,,,
L6_TPC:A,L1_HAC,1.1,0.361,,,
L6_TPC:A,L1_LAC,1.12,0.354,,,
L6_TPC:A,L1_NGC-DA,1.09,0.28600000000000003,,,
L6_TPC:A,L1_NGC-SA,1.17,0.511,,,
L6_TPC:A,L1_SAC,1.16,0.524,,,
L6_TPC:A,L23_BP,1.06,0.28300000000000003,,,
L6_TPC:A,L23_BTC,1.12,0.431,,,
L6_TPC:A,L23_CHC,2.16,0.924,,,
L6_TPC:A,L23_DBC,1.12,0.40700000000000003,,,
L6_TPC:A,L23_LBC,1.09,0.28600000000000003,,,
L6_TPC:A,L23_MC,1.1,0.3,,,
L6_TPC:A,L23_NBC,1.13,0.483,,,
L6_TPC:A,L23_NGC,1.06,0.276,,,
L6_TPC:A,L23_SBC,1.16,0.441,,,
L6_TPC:A,L2_IPC,2.49,0.9329999999999999,,,
L6_TPC:A,L2_TPC:A,2.47,1.02,,,
L6_TPC:A,L2_TPC:B,2.45,0.853,,,
L6_TPC:A,L3_TPC:A,2.53,0.9840000000000001,,,
L6_TPC:A,L3_TPC:C,2.88,1.55,,,
L6_TPC:A,L4_BP,1.17,0.601,,,
L6_TPC:A,L4_BTC,1.22,0.521,,,
L6_TPC:A,L4_CHC,1.11,0.371,,,
L6_TPC:A,L4_DBC,1.15,0.456,,,
L6_TPC:A,L4_LBC,1.06,0.276,,,
L6_TPC:A,L4_MC,1.1,0.3,,,
L6_TPC:A,L4_NBC,1.14,0.51,,,
L6_TPC:A,L4_NGC,1.23,0.6609999999999999,,,
L6_TPC:A,L4_SBC,1.15,0.409,,,
L6_TPC:A,L4_SSC,2.44,0.941,,,
L6_TPC:A,L4_TPC,2.5,0.8540000000000001,,,
L6_TPC:A,L4_UPC,2.4,0.7070000000000001,,,
L6_TPC:A,L5_BP,1.11,0.34299999999999997,,,
L6_TPC:A,L5_BTC,1.15,0.433,,,
L6_TPC:A,L5_CHC,1.1,0.387,,,
L6_TPC:A,L5_DBC,1.11,0.397,,,
L6_TPC:A,L5_LBC,1.09,0.28600000000000003,,,
L6_TPC:A,L5_MC,1.13,0.336,,,
L6_TPC:A,L5_NBC,1.14,0.375,,,
L6_TPC:A,L5_NGC,1.11,0.34299999999999997,,,
L6_TPC:A,L5_SBC,2.54,0.899,,,
L6_TPC:A,L5_TPC:A,3.49,1.35,,,
L6_TPC:A,L5_TPC:B,3.47,1.38,,,
L6_TPC:A,L5_TPC:C,2.77,1.05,,,
L6_TPC:A,L5_UPC,2.49,0.794,,,
L6_TPC:A,L6_BP,1.13,0.365,,,
L6_TPC:A,L6_BPC,4.49,1.96,,,
L6_TPC:A,L6_BTC,6.32,3.74,,,
L6_TPC:A,L6_CHC,5.41,2.88,,,
L6_TPC:A,L6_DBC,1.16,0.5429999999999999,,,
L6_TPC:A,L6_HPC,3.49,1.19,,,
L6_TPC:A,L6_IPC,4.09,1.91,,,
L6_TPC:A,L6_LBC,6.91,2.55,,,
L6_TPC:A,L6_MC,6.1,2.88,,,
L6_TPC:A,L6_NBC,5.43,2.42,,,
L6_TPC:A,L6_NGC,1.5,0.7140000000000001,,,
L6_TPC:A,L6_SBC,4.93,1.86,,,
L6_TPC:A,L6_TPC:A,4.81,2.69,4.2,0.8,34.95702005730656
L6_TPC:A,L6_TPC:C,5.15,2.59,4.2,0.8,56.04719764011801
L6_TPC:A,L6_UPC,3.98,1.4,,,
L6_TPC:C,L1_DAC,1.11,0.313,,,
L6_TPC:C,L1_HAC,1.1,0.3,,,
L6_TPC:C,L1_LAC,1.14,0.44799999999999995,,,
L6_TPC:C,L1_NGC-DA,1.09,0.319,,,
L6_TPC:C,L1_NGC-SA,1.15,0.425,,,
L6_TPC:C,L1_SAC,1.14,0.47700000000000004,,,
L6_TPC:C,L23_BP,1.05,0.222,,,
L6_TPC:C,L23_BTC,1.14,0.469,,,
L6_TPC:C,L23_CHC,3.34,2.23,,,
L6_TPC:C,L23_DBC,1.16,0.418,,,
L6_TPC:C,L23_LBC,1.09,0.349,,,
L6_TPC:C,L23_MC,2.49,1.07,,,
L6_TPC:C,L23_NBC,1.13,0.439,,,
L6_TPC:C,L23_NGC,1.13,0.391,,,
L6_TPC:C,L23_SBC,1.1,0.332,,,
L6_TPC:C,L2_IPC,2.74,1.1,,,
L6_TPC:C,L2_TPC:A,2.52,0.9540000000000001,,,
L6_TPC:C,L2_TPC:B,2.63,1.25,,,
L6_TPC:C,L3_TPC:A,2.56,1.04,,,
L6_TPC:C,L3_TPC:C,2.68,0.9990000000000001,,,
L6_TPC:C,L4_BP,1.1,0.3,,,
L6_TPC:C,L4_BTC,1.09,0.319,,,
L6_TPC:C,L4_CHC,1.08,0.306,,,
L6_TPC:C,L4_DBC,1.18,0.555,,,
L6_TPC:C,L4_LBC,1.13,0.483,,,
L6_TPC:C,L4_MC,1.86,0.883,,,
L6_TPC:C,L4_NBC,2.01,0.794,,,
L6_TPC:C,L4_NGC,1.09,0.319,,,
L6_TPC:C,L4_SBC,1.31,0.611,,,
L6_TPC:C,L4_SSC,2.62,0.988,,,
L6_TPC:C,L4_TPC,2.62,0.9359999999999999,,,
L6_TPC:C,L4_UPC,2.61,1.09,,,
L6_TPC:C,L5_BP,1.08,0.306,,,
L6_TPC:C,L5_BTC,2.49,0.9540000000000001,,,
L6_TPC:C,L5_CHC,2.48,1.04,,,
L6_TPC:C,L5_DBC,1.16,0.418,,,
L6_TPC:C,L5_LBC,4.01,1.41,,,
L6_TPC:C,L5_MC,2.86,1.29,,,
L6_TPC:C,L5_NBC,2.47,0.953,,,
L6_TPC:C,L5_NGC,1.08,0.306,,,
L6_TPC:C,L5_SBC,4.15,1.71,,,
L6_TPC:C,L5_TPC:A,3.78,1.62,,,
L6_TPC:C,L5_TPC:B,4.42,2.12,,,
L6_TPC:C,L5_TPC:C,3.39,1.37,,,
L6_TPC:C,L5_UPC,3.1,1.29,,,
L6_TPC:C,L6_BP,1.04,0.196,,,
L6_TPC:C,L6_BPC,3.87,1.51,,,
L6_TPC:C,L6_BTC,5.63,2.3,,,
L6_TPC:C,L6_CHC,4.8,2.42,,,
L6_TPC:C,L6_DBC,1.11,0.34299999999999997,,,
L6_TPC:C,L6_HPC,3.34,1.52,,,
L6_TPC:C,L6_IPC,3.43,1.37,,,
L6_TPC:C,L6_LBC,5.33,1.96,,,
L6_TPC:C,L6_MC,5.49,3.23,,,
L6_TPC:C,L6_NBC,5.69,3.1,,,
L6_TPC:C,L6_NGC,2.26,1.04,,,
L6_TPC:C,L6_SBC,4.21,1.74,,,
L6_TPC:C,L6_TPC:A,4.78,2.02,4.2,0.8,41.13475177304964
L6_TPC:C,L6_TPC:C,4.38,1.58,4.2,0.8,15.126050420168044
L6_TPC:C,L6_UPC,4.41,2.08,,,
L6_UPC,L1_DAC,1.0,0.0,,,
L6_UPC,L1_HAC,1.0,0.0,,,
L6_UPC,L1_LAC,1.33,0.47100000000000003,,,
L6_UPC,L1_NGC-SA,1.0,0.0,,,
L6_UPC,L1_SAC,1.0,0.0,,,
L6_UPC,L23_BP,1.07,0.258,,,
L6_UPC,L23_BTC,1.08,0.271,,,
L6_UPC,L23_CHC,1.29,0.57,,,
L6_UPC,L23_DBC,1.12,0.484,,,
L6_UPC,L23_LBC,1.11,0.397,,,
L6_UPC,L23_MC,1.05,0.218,,,
L6_UPC,L23_NBC,1.09,0.319,,,
L6_UPC,L23_NGC,1.22,0.657,,,
L6_UPC,L23_SBC,1.08,0.271,,,
L6_UPC,L2_IPC,2.59,1.13,,,
L6_UPC,L2_TPC:A,2.32,0.601,,,
L6_UPC,L2_TPC:B,2.66,1.21,,,
L6_UPC,L3_TPC:A,2.41,1.03,,,
L6_UPC,L3_TPC:C,2.71,1.24,,,
L6_UPC,L4_BP,1.08,0.306,,,
L6_UPC,L4_BTC,1.09,0.319,,,
L6_UPC,L4_CHC,1.16,0.578,,,
L6_UPC,L4_DBC,1.08,0.306,,,
L6_UPC,L4_LBC,1.07,0.255,,,
L6_UPC,L4_MC,1.42,0.7240000000000001,,,
L6_UPC,L4_NBC,1.4,0.8490000000000001,,,
L6_UPC,L4_NGC,1.1,0.297,,,
L6_UPC,L4_SBC,1.11,0.34299999999999997,,,
L6_UPC,L4_SSC,2.61,1.17,,,
L6_UPC,L4_TPC,2.82,1.19,,,
L6_UPC,L4_UPC,2.73,1.17,,,
L6_UPC,L5_BP,1.08,0.337,,,
L6_UPC,L5_BTC,1.15,0.456,,,
L6_UPC,L5_CHC,1.11,0.42200000000000004,,,
L6_UPC,L5_DBC,1.05,0.218,,,
L6_UPC,L5_LBC,1.09,0.28600000000000003,,,
L6_UPC,L5_MC,1.12,0.354,,,
L6_UPC,L5_NBC,1.22,0.521,,,
L6_UPC,L5_NGC,1.14,0.4,,,
L6_UPC,L5_SBC,1.75,0.792,,,
L6_UPC,L5_TPC:A,3.22,1.31,,,
L6_UPC,L5_TPC:B,3.31,1.43,,,
L6_UPC,L5_TPC:C,2.63,0.9129999999999999,,,
L6_UPC,L5_UPC,2.85,1.28,,,
L6_UPC,L6_BP,1.11,0.34299999999999997,,,
L6_UPC,L6_BPC,3.46,1.73,,,
L6_UPC,L6_BTC,4.74,2.36,,,
L6_UPC,L6_CHC,4.0,1.62,,,
L6_UPC,L6_DBC,1.08,0.337,,,
L6_UPC,L6_HPC,3.67,2.06,,,
L6_UPC,L6_IPC,2.87,1.1,,,
L6_UPC,L6_LBC,3.95,1.87,,,
L6_UPC,L6_MC,4.73,3.02,,,
L6_UPC,L6_NBC,4.17,1.76,,,
L6_UPC,L6_NGC,1.14,0.425,,,
L6_UPC,L6_SBC,2.7,1.53,,,
L6_UPC,L6_TPC:A,3.8,2.35,,,
L6_UPC,L6_TPC:C,3.75,1.72,,,
L6_UPC,L6_UPC,3.68,1.49,,,
